gender,age,interest,Impressions,Clicks,Spent,Approved_Conversion
M,40-44,3,4245,44,121.78273788485657,1
F,30-34,50,9923,105,740.6166802273744,1
F,30-34,20,9294,89,522.6846372677054,3
M,40-44,2,7331,75,92.70863068347515,0
F,35-39,44,2559,29,59.30409563498006,3
F,30-34,7,5066,45,188.39106294997208,1
M,35-39,22,6583,69,156.16346392278643,0
M,35-39,15,4777,44,353.1489411479622,1
F,40-44,12,731,6,26.716003426536965,0
F,35-39,2,3982,43,59.66691760516095,1
M,40-44,47,5610,50,255.0628785792593,2
M,45-49,8,4066,37,50.429620643087084,0
M,35-39,13,7389,60,103.4942640892958,0
F,45-49,12,769,7,19.43405382987565,0
F,35-39,6,124,2,17.331026399702306,0
M,45-49,14,9535,84,779.8408008017116,1
M,30-34,6,4207,39,325.6284887175316,2
F,40-44,37,8561,83,304.9198859339726,0
M,35-39,33,2199,21,64.85306500121192,0
M,35-39,40,9694,95,543.1130109381909,2
F,40-44,21,9797,94,691.6148723560693,4
F,40-44,23,6763,59,586.285447763778,5
F,30-34,48,4257,39,68.24694875114216,1
F,30-34,36,7191,71,68.7474533415561,4
M,40-44,43,8702,92,652.8670469818668,3
M,40-44,0,9128,101,849.0206392719974,5
F,45-49,9,3986,41,350.1528497579718,1
M,40-44,42,9357,102,708.4311790557687,0
M,45-49,15,1125,7,66.94205097392594,0
M,40-44,45,3926,30,160.63635761020726,1
M,35-39,7,4665,43,394.7933451203428,0
M,30-34,48,7315,88,853.0909465249133,1
M,40-44,24,6429,65,555.619729699419,1
M,40-44,49,9168,104,358.04146049951714,4
M,30-34,11,4702,47,111.11028824753684,0
F,35-39,24,6842,69,393.792702595582,2
F,45-49,16,9297,85,408.30941093200215,2
F,35-39,25,7506,72,636.3867060598293,4
F,35-39,45,4724,46,66.71384025634617,2
F,35-39,47,591,4,11.794122329837707,0
M,30-34,13,2211,14,106.98925962098824,0
F,35-39,40,2301,19,26.64508941840484,0
F,35-39,35,9294,92,326.34809785496594,2
F,30-34,22,4619,51,213.0767884191548,2
M,40-44,42,2794,27,173.19530881832998,1
M,35-39,5,6091,67,134.15142900037557,2
M,40-44,46,4725,45,390.4084196245008,0
M,45-49,4,1610,19,90.2813735016625,0
F,30-34,42,1214,16,147.38730020584458,0
F,40-44,24,5469,45,222.51438807850576,0
M,35-39,17,2772,30,93.38647379810901,0
F,45-49,12,520,3,5.542121617598735,0
F,30-34,42,9658,108,57.84246717377821,4
M,40-44,13,1518,19,105.55442603976283,0
M,40-44,27,7975,70,106.25920345640407,1
M,35-39,17,858,12,50.65696505395432,1
M,30-34,27,8413,86,524.4350289306998,1
M,40-44,50,6769,68,212.09308939914436,0
M,40-44,26,5123,42,90.91449265408,0
M,35-39,31,8062,68,534.4701682056346,0
M,40-44,46,1695,16,151.91225818680633,0
F,35-39,8,8299,100,145.41839696886768,0
M,40-44,39,1179,15,29.67162122486362,0
F,30-34,31,1403,8,76.96096195120661,0
M,45-49,19,817,8,6.8716008577307175,0
F,35-39,27,3945,32,313.20023031134355,1
M,35-39,32,8924,74,40.26507160874711,1
M,30-34,3,3504,40,351.9940891475059,2
F,30-34,45,7379,61,208.59494238240083,1
F,35-39,33,1840,14,131.83231813758044,0
F,35-39,47,9719,107,375.67488589807266,3
M,40-44,2,935,7,47.01137038201472,0
M,30-34,25,7784,82,103.34537184766464,0
F,35-39,7,3956,46,128.89812760528395,1
F,35-39,5,4542,46,361.0978744114326,1
F,30-34,15,9780,104,574.3416234346738,3
F,30-34,23,2123,24,223.57694608744623,1
M,35-39,47,362,4,18.292553516971463,0
F,35-39,38,6319,71,622.188440741491,2
M,35-39,29,5367,52,247.78398611424936,1
M,35-39,44,860,8,78.42286918135088,1
M,35-39,12,6891,56,538.6318909042025,2
F,30-34,4,2082,23,83.41637016400355,1
M,35-39,24,9749,111,989.706510454519,1
M,45-49,19,7179,72,615.7661799635041,2
F,35-39,17,2755,21,52.530739266848784,0
M,40-44,46,8838,80,514.460704595285,1
F,35-39,17,2197,30,35.71445994309723,2
M,40-44,1,665,8,67.59001476434308,0
F,40-44,9,997,12,25.898230719398605,1
F,35-39,44,5727,58,68.01890046355625,0
M,45-49,49,4701,61,262.4269658647411,2
M,30-34,46,7916,97,580.1337507195715,1
M,30-34,11,2063,21,181.05593323267433,0
M,40-44,46,3747,31,302.4144237661514,0
F,40-44,12,540,0,0.0,0
M,30-34,49,4400,45,48.341059576203016,0
F,35-39,46,2478,23,175.18175401715274,1
M,30-34,10,5037,54,316.9338804428799,0
F,35-39,18,8783,90,427.947099842016,0
F,40-44,34,9529,101,347.243489201106,0
F,35-39,38,9875,102,537.824173480386,2
M,35-39,25,4970,46,171.00298714772254,2
M,35-39,45,2976,26,199.981931333598,1
M,30-34,13,9594,93,527.0300808512484,1
F,35-39,44,7332,80,706.404308357125,2
F,40-44,43,4426,45,254.8650235126365,1
F,45-49,23,9540,83,229.36991291853482,1
M,40-44,40,4918,38,326.24416948580415,0
F,30-34,0,7036,71,411.34424580531464,1
F,45-49,50,6912,61,150.36438160419374,0
M,40-44,42,4473,51,327.5895339237896,0
M,40-44,21,6920,66,257.28841161890205,0
F,35-39,22,8209,92,784.0105051432654,2
F,35-39,18,2123,23,110.54599289426962,0
F,35-39,17,6220,55,407.06560961112524,0
M,30-34,11,751,9,12.668345752898277,0
F,30-34,27,8163,74,315.4051154505494,0
M,30-34,27,6875,67,659.3331743146817,0
M,35-39,32,7917,74,605.3475835024352,3
M,40-44,18,4314,43,86.83581776689034,0
F,35-39,27,8018,75,235.40688525254424,2
F,30-34,48,8196,82,297.9265150991053,1
F,45-49,36,7826,65,434.1007336059377,2
M,45-49,25,8608,83,638.3903678575934,2
F,40-44,34,8769,88,670.6042449634126,1
M,45-49,33,4936,44,235.12735553607638,2
F,35-39,34,3985,43,352.7201897068848,1
M,45-49,39,4669,42,195.39415502023255,2
M,30-34,15,5241,65,108.99624907000947,1
M,35-39,37,6925,76,445.52700967405315,5
M,30-34,12,7906,65,620.5461049911834,2
F,30-34,22,5451,49,393.63854472321407,3
F,30-34,21,3072,29,173.9320284392128,0
M,40-44,15,5788,78,518.2829943186808,1
F,40-44,27,6034,53,495.0379806124108,2
M,35-39,47,1820,16,73.108104754114,1
F,30-34,34,9039,98,357.52794335559537,5
F,40-44,44,3265,31,303.2976408926323,0
F,40-44,45,6744,61,530.8652958692383,2
M,35-39,7,3026,26,92.79176540079479,0
F,40-44,43,3787,52,255.10761509629586,1
F,35-39,21,9953,94,417.6647692039645,1
M,35-39,20,802,9,17.2476805264076,0
M,45-49,25,1442,16,153.58853721961538,1
F,35-39,39,6839,73,316.8906710509027,0
F,35-39,20,727,12,105.78751542072152,0
F,45-49,24,155,3,6.896652488898954,0
F,40-44,40,4803,39,222.48613534108992,0
F,30-34,0,1996,15,10.91449738020845,0
M,30-34,5,5594,60,465.60567579011587,1
M,30-34,22,1145,5,30.093410166698224,0
M,40-44,50,7035,72,463.90327509331087,2
F,35-39,22,1832,20,19.826967685384158,2
M,30-34,42,4591,40,100.19456547927385,0
F,45-49,42,3307,39,47.039588207001444,0
F,35-39,22,6263,47,152.50024200640195,1
F,30-34,31,4919,54,348.87621094094345,2
M,35-39,29,1611,11,64.66643536116571,0
F,40-44,12,4056,61,385.24082162495966,0
M,30-34,42,9917,92,526.0456111842797,2
F,35-39,17,9364,94,290.81471453854243,4
M,40-44,22,4031,36,101.62156409179342,0
M,35-39,14,9543,85,153.17569445578937,1
F,35-39,32,5732,47,402.6101456444092,3
M,35-39,20,5832,67,425.88911171150215,2
M,30-34,38,993,9,20.44669156909711,0
F,30-34,22,4600,52,113.54143363169231,1
F,35-39,26,9187,85,747.4762482323554,5
F,30-34,44,650,3,22.6678296172546,0
F,30-34,43,6426,65,439.6789318415668,3
F,40-44,17,9659,106,462.71215629207495,3
M,45-49,23,1574,13,38.85398218839691,0
M,40-44,50,3816,39,382.3865077333012,0
M,45-49,46,300,3,24.2213278881498,0
F,30-34,39,9786,102,343.4240672190519,3
F,45-49,50,128,2,17.1037311292914,0
M,30-34,41,3173,28,215.87589833150528,0
M,45-49,6,9139,73,242.52536134039187,1
F,45-49,49,7114,61,277.6873790330302,2
M,40-44,47,8467,86,194.92396488446877,0
F,45-49,19,1259,14,21.769975102288544,1
F,35-39,26,5203,54,397.7769228467644,1
F,35-39,5,4948,40,121.65450579446932,0
M,35-39,26,2228,24,198.9735353901458,0
F,35-39,8,7660,74,736.9129241946415,1
F,30-34,44,8945,105,128.92826439482457,1
F,40-44,30,2594,33,164.79651171374005,0
F,45-49,20,5572,50,405.9797156726314,0
F,30-34,25,2420,33,263.8361060656767,3
F,40-44,39,3331,35,270.19905514504705,0
M,45-49,47,4760,40,152.61807541472615,1
F,45-49,44,378,2,9.623211858015994,0
F,45-49,12,5629,50,307.6099697371984,1
M,35-39,48,4278,40,390.0974217578377,0
F,45-49,22,6844,67,241.98383795235074,2
F,40-44,19,170,2,18.539733866620296,0
F,30-34,36,6799,74,226.35791348088736,2
M,35-39,27,1014,9,89.06586679800174,0
M,40-44,16,4274,41,281.567706019347,1
F,30-34,27,3725,25,122.58397658515585,0
F,40-44,40,5744,68,430.25021652908873,0
M,40-44,1,2126,18,55.60282990587537,0
F,30-34,24,6915,69,214.22096359876636,1
F,35-39,49,5693,62,97.88362632381786,1
F,40-44,40,8574,77,121.9277927714992,2
F,35-39,5,5299,56,212.9613664614608,0
M,30-34,10,1366,13,100.71265152020189,0
M,30-34,37,1246,10,62.75726092182544,0
M,35-39,5,3220,28,41.28749304805154,1
F,45-49,44,9671,100,859.6246987271154,2
M,30-34,10,405,6,37.277954738433785,0
M,40-44,13,9768,104,1001.3253098633622,3
M,30-34,1,78,0,0.0,0
F,35-39,39,1063,10,21.641612051897194,0
F,40-44,2,9069,84,420.0791231216421,2
M,40-44,34,2074,28,186.50036094755632,1
M,30-34,32,8540,81,62.24968745795783,2
F,35-39,23,5889,63,40.42379309665253,1
M,30-34,18,5841,65,112.40635286961569,0
M,35-39,17,804,9,26.01730919638775,0
M,40-44,48,9011,74,338.9730338350349,2
M,30-34,23,3785,30,153.92053502153968,1
M,35-39,44,1288,10,18.112622849100195,0
F,35-39,34,1956,21,144.84162003360825,0
M,45-49,0,7449,75,462.24836895878104,2
F,45-49,35,8011,88,290.1719866312099,3
M,30-34,24,9806,102,64.23642704879795,4
F,40-44,44,9460,96,118.81489880220116,2
F,35-39,48,4651,52,219.49721910235468,2
M,35-39,42,9599,102,200.20114627954771,0
F,40-44,33,1510,22,89.7552976849259,0
M,45-49,24,7719,69,446.2736972565378,0
F,45-49,15,1466,15,85.4813334727979,0
M,35-39,33,7816,84,226.47835474364058,0
M,35-39,28,1478,12,45.19576400349778,0
M,40-44,18,4428,39,246.99855902522506,1
F,35-39,22,7579,74,642.1810847145445,1
F,35-39,18,4524,46,352.1542727288894,2
F,35-39,24,3121,29,166.9617073926058,0
M,40-44,15,605,8,31.53426787205295,0
F,30-34,50,8597,86,341.246893751655,3
M,30-34,8,1613,21,185.94375339774703,0
F,45-49,0,1090,13,11.346581641007482,0
M,30-34,41,2736,26,257.0317131718044,1
M,35-39,18,2603,22,149.8544608679765,2
M,30-34,32,1829,17,118.50373840019108,1
M,30-34,33,125,0,0.0,0
F,30-34,15,4376,40,250.10112445868344,1
M,30-34,43,5885,59,301.2181026806955,0
F,45-49,39,5107,50,75.24498077468182,0
M,35-39,17,2399,22,69.08570025079604,0
F,45-49,33,2823,21,188.1177340146234,0
M,35-39,24,2312,17,97.32312916235139,1
M,35-39,44,3279,27,119.5413515321076,0
F,35-39,5,442,1,1.190480480487704,0
M,35-39,20,1158,12,87.40985412386283,0
M,40-44,5,4412,39,279.90623006823006,1
F,35-39,31,5238,53,335.6709561106857,3
F,35-39,40,8852,82,438.49460140588576,1
M,45-49,47,5107,53,244.91044651141212,1
M,45-49,42,4048,35,214.76263841850744,0
F,45-49,38,8914,103,279.877449516246,0
M,35-39,30,6616,72,679.8211998975111,1
M,40-44,41,3727,33,201.087084898002,1
M,35-39,9,5846,56,193.55438039652833,0
F,35-39,29,6413,65,310.1773079215846,0
F,30-34,17,8173,80,652.3204395464381,0
M,35-39,23,8272,80,162.82820615502604,2
M,30-34,8,7740,66,216.60793528258327,2
M,35-39,30,1450,12,83.46391459196732,0
F,45-49,14,4121,49,171.36022561747524,1
M,30-34,3,8858,78,626.2437462593463,3
M,30-34,39,2836,26,45.22201133280812,1
F,30-34,8,7219,78,604.1504523068648,3
M,45-49,44,920,11,12.642754201884172,1
F,35-39,8,4246,38,23.54593317296562,1
M,35-39,25,9654,88,794.9148617436875,1
M,40-44,3,2789,27,162.6135091431346,1
M,40-44,16,990,9,34.58119970092238,1
F,35-39,15,390,2,5.4192981023131575,0
F,40-44,14,7472,60,381.6248964586652,0
F,40-44,34,4183,42,224.09187123115856,3
M,40-44,4,709,14,138.88250414548804,0
F,30-34,4,9802,98,964.3740835746372,4
M,45-49,19,3507,35,228.6456682420852,0
M,35-39,14,9898,97,456.60517137657814,0
F,35-39,17,3025,24,123.98014096270296,0
M,35-39,46,9291,95,663.4373572787679,1
M,30-34,1,503,8,11.719665361888984,0
M,30-34,28,9946,97,351.0764360165768,2
M,40-44,12,8234,86,104.49742089994436,2
M,30-34,3,5492,57,68.22485127841193,4
F,35-39,41,868,8,18.883782383961766,0
M,35-39,44,4918,46,235.05567225724013,1
F,30-34,9,62,0,0.0,0
F,45-49,30,7777,65,332.2937127949263,1
M,30-34,40,970,9,33.18325020295437,0
M,35-39,7,4970,42,53.858843144366496,0
M,35-39,2,2468,24,137.46737928575354,0
F,30-34,47,9556,95,292.31989930106704,0
M,30-34,45,6525,59,374.17060672256116,0
F,40-44,8,2067,22,215.23223747867544,1
M,45-49,29,8007,83,129.2713424850483,1
F,30-34,10,9470,109,274.15585037656876,4
M,40-44,34,4842,41,204.77032258970644,2
M,40-44,36,6880,72,698.5318496966158,4
F,40-44,41,2484,27,211.46920761325387,2
F,35-39,12,2918,27,243.89578804626592,0
M,35-39,35,1488,20,73.40582121040066,0
F,35-39,12,3593,32,317.57969602869275,0
F,40-44,11,1831,8,11.815294020875962,0
F,40-44,36,6393,88,88.2853494545403,3
F,30-34,9,2313,17,146.67982426922552,1
M,35-39,8,261,2,18.618032533932737,0
M,45-49,6,8749,95,129.25328518535682,3
M,40-44,1,6209,57,89.92095158287317,0
F,45-49,22,7077,67,54.61535141155003,0
F,40-44,38,381,5,7.464109225529394,0
M,35-39,39,6910,68,169.28520165298144,1
M,35-39,38,8094,95,922.9941485662758,6
F,40-44,20,8219,81,554.4184410134342,0
F,30-34,22,8792,76,600.1152844243874,3
F,35-39,28,5770,75,590.4993251302095,1
M,40-44,13,9183,95,530.4040591757412,3
M,30-34,25,777,9,72.68530759446297,0
M,40-44,50,5025,47,289.5280632121215,2
F,35-39,4,3293,31,108.13382574418883,0
M,45-49,30,698,8,46.64436826639846,1
F,30-34,24,5145,61,339.66822566495057,0
M,35-39,30,6664,69,574.2734767392348,0
F,40-44,49,7185,75,736.980642384432,1
F,35-39,19,1059,12,52.858852457986075,1
F,40-44,43,1600,17,131.7875945682796,0
M,40-44,16,9045,84,121.61087722243056,3
M,30-34,44,7542,56,441.2742885464895,2
M,35-39,1,3451,37,149.0530445656211,0
F,35-39,24,7497,73,63.817077963997704,4
F,35-39,12,5474,72,284.4603861365292,0
F,45-49,38,4291,59,371.7652618915819,3
F,40-44,27,3211,34,55.5178041611137,0
F,40-44,41,4205,30,278.34983034262257,0
M,40-44,5,7528,88,108.93413749609304,1
F,35-39,2,8769,95,886.8310646494325,1
M,45-49,34,9265,83,599.0779328922888,1
M,40-44,17,6667,70,254.25859665044538,0
F,40-44,10,5710,57,240.09131328447396,0
M,45-49,19,8674,77,580.4020503020023,0
M,35-39,4,1226,8,49.71180366697176,0
F,40-44,18,8006,84,577.9710513210463,3
M,30-34,21,8642,85,356.7504278346351,2
F,35-39,18,2283,24,123.22147385213258,1
M,35-39,46,4750,47,465.4758316229194,1
M,45-49,15,5956,52,131.67789802686056,1
M,45-49,23,7910,95,424.6152083362236,2
M,40-44,40,7576,67,219.24545889083018,1
F,40-44,3,5609,57,442.80788290317867,2
M,35-39,14,6782,76,589.6171157306503,0
F,45-49,24,2563,26,85.23402886635678,1
M,35-39,43,7880,69,87.8513525529203,2
F,35-39,34,6994,59,35.908015274770364,0
F,30-34,13,7960,82,373.98396539589623,2
F,40-44,48,5699,58,255.09601447900974,0
M,40-44,18,1146,11,108.78674231786567,0
M,35-39,37,9170,79,392.0864578111085,0
M,30-34,35,2001,18,52.84754119739693,1
F,40-44,6,9796,99,887.7012892900951,3
M,30-34,29,9236,99,511.3494066491906,3
F,40-44,18,7849,69,427.25962888053374,0
F,45-49,48,8854,79,111.29936717637362,1
M,35-39,24,645,5,20.688529348164266,0
F,30-34,15,7925,61,577.6776193575595,0
M,40-44,46,9083,91,555.1274046196553,2
M,40-44,39,4489,48,181.0928459449625,0
F,35-39,50,6022,51,328.63574901600686,0
F,45-49,7,908,8,73.19124280793683,0
F,30-34,17,5569,56,173.7629994514179,1
M,35-39,27,7435,72,381.49983543394126,0
M,40-44,15,8686,88,845.4653866702274,1
F,45-49,18,4367,37,79.0972443694061,0
F,30-34,41,3504,41,300.80909901991913,0
F,40-44,16,1080,7,44.36298704549832,0
M,35-39,44,9537,89,619.1653233794068,1
F,35-39,12,7956,80,306.92691930735293,2
M,30-34,6,1497,8,27.854832384766134,0
M,45-49,26,2900,27,188.99978050591702,1
F,30-34,9,8156,84,214.00354151342717,2
M,35-39,33,7201,63,282.6633647981145,0
F,35-39,35,9553,95,217.3276180627585,0
M,45-49,24,7002,84,48.627263216417134,3
M,40-44,5,4105,44,427.48397649591305,0
F,40-44,23,5452,49,225.45773656456305,0
F,35-39,17,9331,97,941.7556696878689,0
F,40-44,22,1722,17,31.162248442503913,0
F,35-39,5,4582,46,279.6792826229214,1
F,40-44,28,4974,48,115.64415895280524,4
F,45-49,24,6135,47,376.26809768910215,2
F,30-34,16,7784,82,651.5046282447997,1
M,40-44,45,4914,50,78.4883957936731,1
F,30-34,23,9366,94,861.4735564186155,1
M,35-39,10,1271,11,25.838798132736972,0
F,35-39,25,2910,29,183.37525760786878,0
F,35-39,50,8478,82,808.8085900483214,0
M,35-39,33,9386,101,897.159475108326,0
F,40-44,27,3303,33,316.3827916039265,0
F,35-39,2,3832,31,116.39533812373617,0
M,40-44,10,7007,74,111.21967648028274,4
F,35-39,37,816,8,18.314362369998207,0
F,30-34,13,2731,33,173.40514960651845,3
M,40-44,50,7760,84,674.9972832621112,1
F,35-39,25,7532,95,183.0136638759474,2
M,35-39,47,5136,51,345.1399273803368,0
F,40-44,20,8014,80,285.918979070029,0
F,35-39,38,2715,22,82.31123312996009,0
F,30-34,29,3563,21,142.5525871665063,2
M,35-39,7,545,7,34.555461398959146,1
F,45-49,50,5872,74,607.8594049972737,0
F,40-44,19,2122,22,43.58696851953085,0
M,40-44,47,7845,86,688.3877363996704,1
F,40-44,31,8579,90,99.92113708909484,1
M,30-34,21,3999,30,70.30535586999743,0
F,35-39,6,6083,64,430.93902641792454,0
M,40-44,8,8378,63,543.1730054218762,1
M,30-34,44,2605,35,101.51597622333355,0
M,35-39,0,6420,67,241.75745711010308,1
F,35-39,28,4465,42,235.31117856640927,0
M,35-39,7,6009,51,128.00702474406697,1
F,45-49,3,9157,97,795.9804950528865,5
M,30-34,34,6043,68,533.7692726737215,1
M,35-39,2,5071,64,120.33736087519522,3
F,30-34,44,2957,33,161.91062092451418,1
F,45-49,39,2964,28,220.1041859301293,2
M,30-34,6,3920,43,159.29911345574493,2
F,35-39,26,9240,96,625.3934223185713,2
F,40-44,0,5135,45,43.96610942311234,2
F,40-44,26,6596,62,389.5176799517683,0
M,35-39,15,445,2,3.900406620011533,0
M,35-39,37,988,6,50.343249531523725,1
F,35-39,6,9878,92,356.6628311693382,3
M,35-39,43,2560,32,101.5923742693715,2
F,30-34,22,4686,45,381.9800375441598,2
F,35-39,40,1699,21,20.503732602826137,1
F,35-39,10,3740,41,174.9791273407273,1
F,35-39,41,3485,33,132.49610997027233,1
F,40-44,32,3251,32,102.57931377186345,0
M,45-49,49,4229,46,421.4366430846455,2
F,40-44,35,8455,79,603.0717593343,3
M,30-34,36,3287,32,35.43264191434939,1
M,30-34,40,3912,31,225.975453858594,1
F,45-49,16,108,0,0.0,0
F,35-39,34,4988,39,353.2715548757851,0
F,30-34,47,3021,22,76.40563402580692,2
F,35-39,4,9769,81,482.31765869957405,2
M,40-44,47,8364,74,389.03095814291316,1
M,40-44,31,9678,115,592.3452900536593,1
F,35-39,2,9404,98,473.63412695052494,3
M,30-34,46,3395,30,73.60440052670016,1
M,45-49,34,2536,28,215.01883938297647,1
M,35-39,13,611,8,38.30153848818594,0
M,40-44,47,4031,49,470.689326013713,0
M,40-44,30,6311,65,193.54920379153936,1
M,40-44,30,1787,24,167.66559543496538,0
M,35-39,16,9146,104,981.4284746834392,3
M,35-39,23,3604,33,224.49418426554502,0
F,35-39,22,9968,111,974.2572810825426,3
M,45-49,17,9176,74,618.7191147091753,1
M,45-49,49,7145,70,274.4782808001876,1
F,30-34,13,8316,83,514.697726642293,4
M,30-34,49,344,3,5.9534481846236345,0
F,45-49,14,8262,71,396.71220787818186,2
F,40-44,14,9280,94,252.76682083020313,0
M,45-49,5,5380,62,469.06098400699045,0
M,30-34,26,4705,44,242.72842035090807,1
F,35-39,14,1159,13,57.28657928501007,0
F,40-44,49,3821,39,119.08932412986519,1
M,40-44,35,8613,86,858.9366596643314,2
F,35-39,7,6173,50,59.06249742034302,0
M,30-34,14,7697,77,70.36463783872524,0
F,35-39,2,1224,7,17.94761713284199,0
M,35-39,46,1214,13,126.42744864053573,1
F,35-39,12,9334,96,941.0652095078258,2
F,45-49,40,9525,101,678.9031615138645,2
F,35-39,33,9087,95,841.7962671537803,3
F,40-44,23,8762,94,238.06782564083028,2
M,30-34,39,4516,36,350.43839620840527,0
M,40-44,31,5588,65,120.66964496118118,1
M,45-49,31,7161,75,109.55169657943152,2
M,30-34,29,8484,84,131.54480831932378,2
F,30-34,48,2850,26,154.56259704832348,1
M,35-39,12,4657,48,380.1243267274319,3
M,30-34,0,7312,78,310.7003788051031,0
F,40-44,33,1591,16,156.64019014349122,1
F,45-49,14,2815,18,83.28584361823434,0
F,35-39,43,4541,43,82.95823299085885,1
F,35-39,13,3133,40,197.06736431073196,0
M,35-39,28,5406,47,326.6900943611194,0
M,40-44,33,1907,22,184.93518812541512,1
F,30-34,17,819,9,43.7246887912887,0
F,35-39,6,1472,18,110.50676725440763,0
M,40-44,28,8648,95,288.77860272336517,2
F,40-44,30,3022,38,252.17586603239056,0
M,30-34,24,1922,24,236.80160322067837,3
M,40-44,37,5649,55,53.13049167712229,2
F,30-34,13,2319,23,205.20695154907918,0
F,30-34,7,5325,39,227.82566727536718,2
F,45-49,26,4799,54,156.32661235545987,3
M,40-44,1,6621,63,603.0014914405409,1
F,30-34,16,9423,93,473.5435267525372,3
M,30-34,36,5122,54,197.15709910844683,1
M,30-34,13,9681,81,180.16242495441227,2
F,35-39,24,5513,64,180.62694383605054,1
F,30-34,29,7500,68,572.0204808680719,1
F,30-34,28,8470,77,487.9409218155068,1
F,35-39,19,4009,35,321.15416847986506,0
F,40-44,20,1363,16,43.259204727983445,1
F,40-44,21,7897,79,130.41449967360055,1
M,40-44,34,1120,14,7.80964161975347,0
M,30-34,36,9216,94,500.5207995910825,4
M,45-49,15,9980,108,1078.2629105719197,2
M,40-44,49,3335,36,255.67812193597453,1
F,40-44,48,8999,75,257.23114677516656,4
F,40-44,42,3145,31,273.7348527012076,2
M,45-49,16,370,6,47.5581691613137,0
M,35-39,15,2371,20,12.92888155454246,0
F,30-34,1,605,3,24.78052369541914,1
M,40-44,3,4989,44,147.62018452569134,0
F,40-44,20,5482,65,124.92336438037368,1
F,40-44,38,1436,11,29.15157275252429,0
F,35-39,33,4813,50,247.57540707819103,0
F,30-34,29,6904,77,349.2908886502501,2
F,35-39,5,7687,84,272.5320649006329,3
M,45-49,16,4891,40,85.44296243867242,3
F,35-39,38,3917,38,294.1653150608231,1
F,35-39,24,3843,43,425.9598466557136,0
M,35-39,4,7423,54,426.00708075530116,0
F,35-39,4,2563,15,49.67101789319462,2
F,45-49,19,3853,40,113.02740533661068,0
F,40-44,15,2377,22,56.49216809778109,0
F,40-44,50,8859,93,167.27009831106355,4
F,35-39,40,2215,30,172.12920666230585,1
F,40-44,36,3358,38,237.54953427515724,0
F,30-34,39,6502,65,468.14789295948725,3
F,40-44,8,8117,87,605.6963510766766,6
F,35-39,4,7692,67,219.57015263187293,0
F,35-39,41,6454,65,236.46704583255274,3
F,40-44,1,1042,9,62.769492780319894,0
M,45-49,8,5474,54,206.26663972200134,1
F,30-34,42,9619,94,236.87250833004651,4
F,40-44,35,4431,44,178.47251224523714,3
M,35-39,21,3224,30,92.54398490972363,0
F,35-39,21,4832,55,73.6433968367069,0
M,30-34,21,9547,108,905.7225137358465,0
M,35-39,33,5610,53,456.0415844405678,1
F,35-39,28,7510,62,160.43292679829202,0
M,30-34,37,3128,41,45.72877171506608,0
F,35-39,45,3033,39,293.235565538612,0
F,45-49,32,7309,69,173.15701425346768,1
F,30-34,17,6104,62,262.7335032783107,0
M,40-44,6,2573,30,33.27854688765423,1
M,35-39,0,9727,91,241.1100560236672,1
F,40-44,32,4631,50,401.628582206577,0
F,35-39,0,5659,55,447.797143513193,2
F,30-34,23,2051,17,41.94419921936523,1
M,30-34,3,1437,4,14.764726114054202,0
F,30-34,3,6602,69,122.4932837159489,0
F,30-34,17,1080,7,8.432479913947338,0
F,40-44,26,1270,10,99.2563128725989,0
M,45-49,42,6085,64,430.6011223568622,2
F,40-44,31,9860,82,463.2931806654903,1
F,40-44,32,9505,97,753.9068681234836,1
F,30-34,27,6573,62,525.8054470560695,1
M,35-39,41,8124,73,595.9566916390186,2
F,35-39,40,9113,93,61.11260344760598,4
F,30-34,35,884,12,27.296100393716827,0
M,35-39,5,9160,87,584.7792322003874,2
F,35-39,15,1774,20,81.39427608275295,0
F,35-39,33,6648,57,560.5143555495894,1
M,35-39,22,2463,24,163.71229272152192,1
M,40-44,49,9555,105,1006.6575364573835,1
F,40-44,41,6043,64,154.47946084064264,3
M,35-39,23,4548,56,487.62513895719223,1
F,45-49,48,2155,31,110.13825406258387,2
M,45-49,12,2618,32,316.82770170429325,1
F,35-39,17,9380,100,199.80423846948995,0
M,35-39,12,259,1,5.405228278964103,0
F,35-39,48,9306,92,738.9461225736445,1
F,45-49,36,4961,49,225.8950747211787,0
F,45-49,42,2270,18,89.04237429208759,0
F,30-34,38,283,1,9.87038005730454,0
M,35-39,41,842,7,31.7829919950267,1
F,35-39,16,3160,29,180.921863715042,0
M,35-39,14,2216,20,20.362535528278634,1
M,30-34,17,8576,80,680.0796609597976,4
M,45-49,22,9601,102,679.0748394611776,4
F,40-44,50,5243,52,225.5859308142299,0
F,40-44,29,1264,10,6.536106295679376,0
F,45-49,33,4469,48,293.8009821906378,0
M,40-44,3,7364,67,41.55670783016924,1
M,35-39,2,8525,91,46.54052422434598,1
F,40-44,6,262,3,19.058809021256607,0
M,30-34,17,1708,17,39.02625637453051,0
M,40-44,41,5074,44,102.20899578216384,1
M,30-34,6,9659,88,590.1350290361737,5
F,40-44,39,5967,60,60.607397125443335,0
F,30-34,5,5191,65,226.02793421053855,1
M,30-34,21,1844,12,23.035236844190173,0
M,30-34,0,6038,61,366.71220629709137,0
F,30-34,3,8346,70,475.0738278937182,2
F,40-44,45,5628,73,536.6077144709367,1
M,40-44,48,5601,41,119.91255898978123,2
F,35-39,49,3895,45,60.654268824639665,0
